Locator,Invoice Date,Number of Tickets,Round Trip Indicator,Travel Sector,Trip Length,Booking Date,Days Advance Booking,Mileage,Cost Per Mile (USD),Total Ticket Amount (USD)
DQJMBM,2/18/2021,1,OS,Intra Country,1,2/15/2021,13,"1,475",$0.16 ,237.97
DQJMBM,2/18/2021,1,OS,Intra Country,1,2/15/2021,11,"1,563",$0.24 ,367.45
VOFDSP,2/18/2021,0,RM,Intra Country,-3,2/18/2021,0,"-1,689",$0.28 ,481.03
LNJUBM,2/19/2021,1,RS,Intra Country,2,2/18/2021,0,"1,773",$0.45 ,790.03
FZECOM,2/19/2021,1,OS,Intra Country,1,2/16/2021,10,"1,563",$0.24 ,367.45
FZECOM,2/19/2021,1,OS,Intra Country,1,2/16/2021,12,"1,475",$0.22 ,318.16
KGBQTG,2/19/2021,1,OS,Intra Country,1,2/19/2021,17,406,$1.66 ,673.74
KKELFC,2/19/2021,1,OS,Intra Country,1,2/19/2021,18,377,$0.40 ,150.77
IMRFIB,2/19/2021,1,OS,Intra Country,1,2/19/2021,12,"1,358",$0.19 ,253.24
RGWGNV,2/19/2021,1,RS,Intra Country,3,2/19/2021,12,"2,716",$0.17 ,456.72
SUJXYQ,2/19/2021,1,OS,Intra Country,1,2/19/2021,5,551,$0.33 ,180.65
QKSEUI,2/19/2021,1,OS,Intra Country,1,2/19/2021,6,551,$0.35 ,190.8
UHFDWYMB,2/20/2021,0,OS,Intra Country,1,2/20/2021,0,673, $-   ,0
WFOWFV,2/22/2021,1,OS,Intra Country,1,2/15/2021,13,"1,475",$0.22 ,318.16
WFOWFV,2/22/2021,0,OS,Intra Country,1,2/15/2021,11,"1,563", $-   ,0
WKPTUW,2/22/2021,1,RS,Intra Country,2,2/11/2021,16,666,$0.58 ,384.11
KVVCZB,2/22/2021,1,RS,Intra Country,4,2/22/2021,87,"2,034",$0.30 ,611.32
WTFWXE,2/22/2021,1,RS,Intra Country,2,2/22/2021,10,"3,055",$0.14 ,413.17
MTXUHV,2/22/2021,1,OS,Intra Country,1,2/15/2021,13,"1,475",$0.16 ,237.97
MTXUHV,2/22/2021,1,OS,Intra Country,1,2/15/2021,11,"1,637",$0.35 ,569.96
YDLZRF,2/23/2021,1,OS,Intra Country,1,2/23/2021,19,"1,865",$0.15 ,286.23
YDLZRF,2/23/2021,1,OS,Intra Country,1,2/23/2021,20,"2,090",$0.09 ,187.84
ULMAWY,2/23/2021,1,RS,Intra Country,2,2/23/2021,27,469,$0.61 ,287.51
FWJHHU,2/23/2021,1,RS,Intra Country,2,1/26/2021,59,"1,807",$0.42 ,756.8
XFMMRQ,2/23/2021,1,RS,Intra Country,3,2/22/2021,11,"2,637",$0.24 ,621.5
TOVLCM,2/24/2021,1,RS,Intra Country,3,2/17/2021,15,"3,418",$0.14 ,477.93
LMCCDU,2/24/2021,1,RS,Intra Country,2,2/19/2021,13,655,$0.95 ,622.38
ZSTCEH,2/24/2021,1,RS,Intra Country,1,2/24/2021,6,392,$1.82 ,712.33
ENWGAE,2/24/2021,1,RS,Intra Country,3,2/15/2021,11,"2,891",$0.99 ,2864.79
SXVHAM,2/24/2021,1,OS,Intra Country,1,2/24/2021,7,326,$0.46 ,149.64
XKAWRV,2/25/2021,1,OS,Intra Country,1,2/12/2021,19,284,$0.47 ,133.57
QAQSUT,2/25/2021,1,RS,Intra Country,4,2/25/2021,84,"1,194",$0.57 ,676.72
TOPQRY,2/25/2021,1,RS,Intra Country,3,2/25/2021,6,692,$0.60 ,414.82
XPSWEP,2/25/2021,1,RS,Intra Country,2,2/23/2021,17,"1,124",$0.36 ,409.95
CLSLBQ,2/26/2021,1,RS,Intra Country,3,2/24/2021,30,"4,944",$0.72 ,3581.78
DEMPTW,2/26/2021,1,RS,Intra Country,3,2/25/2021,84,"1,898",$0.56 ,1063.96
QJSLSU,2/26/2021,1,RS,Intra Country,3,2/25/2021,8,"1,225",$0.31 ,383
XYEIZG,2/26/2021,1,RS,Intra Country,4,2/26/2021,20,"1,743",$0.35 ,607.73
ITJZVH,2/26/2021,1,RS,Intra Country,1,2/26/2021,24,517,$0.25 ,130.71
GMLGPG,2/26/2021,1,OS,Intra Country,1,2/26/2021,6,"2,307",$0.12 ,274.3
UUBOHS,2/26/2021,1,OS,Intra Country,1,2/26/2021,7,"1,262",$0.16 ,201.5
ESDARP,2/26/2021,1,OS,Intra Country,1,2/26/2021,6,841,$0.20 ,170.5
XFMMRQ,3/1/2021,0,RS,Intra Country,3,2/22/2021,11,"2,637",($0.03),79.39
BDJKJD,3/1/2021,1,RS,Intra Country,3,2/24/2021,15,"1,147",$0.13 ,148.31
ZPSSXU,3/1/2021,1,RS,Intra Country,2,3/1/2021,17,448,$0.72 ,320.83
KXHMEJ,3/1/2021,1,RO,Intra Country,3,3/1/2021,23,646,$0.16 ,101.47
DKYLZV,3/1/2021,1,RS,Intra Country,2,2/26/2021,12,"2,482",$0.09 ,213.03
IXIICM,3/2/2021,1,RS,Intra Country,2,2/3/2021,32,"1,036",$0.61 ,631.36
RZLEPP,3/2/2021,1,RS,Intra Country,2,3/1/2021,7,"1,293",$0.23 ,301.79
DZLMWA,3/2/2021,1,RS,Intra Country,2,3/2/2021,13,"1,501",$0.27 ,399.25
UESNSP,3/2/2021,1,RS,Intra Country,4,3/2/2021,79,"1,480",$0.42 ,622.33
GTJNPZ,3/3/2021,0,OS,Intra Country,1,3/2/2021,24,"2,063",$0.10 ,207.12
TFRZJZ,3/3/2021,0,RS,Intra Country,1,2/12/2021,26,651,$0.28 ,184.71
UXGRNC,3/3/2021,0,RS,Intra Country,1,3/2/2021,8,651,$0.22 ,144.53
XDVSOE,3/3/2021,1,RO,Intra Country,3,3/3/2021,15,"3,466",$0.23 ,809.01
JTOSGE,3/3/2021,1,RS,Intra Country,2,3/3/2021,22,"2,895",$0.49 ,1410.49
SOFTIM,3/3/2021,1,RS,Intra Country,2,3/3/2021,9,"2,215",$0.59 ,1303.03
TGWONH,3/3/2021,1,RS,Intra Country,2,3/3/2021,75,"1,880",$0.07 ,132.69
TJWNBZ,3/3/2021,1,OS,Intra Country,1,3/3/2021,37,840,$0.10 ,86.92
ZJSSEQ,3/3/2021,1,OS,Intra Country,1,2/23/2021,43,840,$0.10 ,82.99
GRWCWN,3/4/2021,1,RS,Intra Country,3,3/3/2021,78,"2,523",$0.12 ,300.8
STMMYI,3/4/2021,1,RO,Intra Country,3,2/12/2021,37,"1,454",$0.19 ,277.94
UGKFDE,3/4/2021,1,RS,Intra Country,2,3/2/2021,19,"1,909",$0.21 ,402.9
WIRITU,3/4/2021,1,RS,Intra Country,2,3/3/2021,79,"2,049",$0.15 ,303.2
JGBGNS,3/4/2021,1,OS,Intra Country,1,3/4/2021,28,"2,453",$0.12 ,283.89
WEXOSU,3/4/2021,1,OS,Intra Country,1,3/4/2021,30,"2,326",$0.17 ,401.68
CWSSCB,3/5/2021,1,OM,Intra Country,3,3/5/2021,14,"4,225",$0.46 ,1957.4
JGVPXL,3/5/2021,1,RS,Intra Country,2,3/3/2021,15,"1,857",$0.23 ,433.99
APLYBX,3/5/2021,1,RS,Intra Country,3,3/5/2021,18,676,$0.14 ,95.44
YMTMDI,3/5/2021,1,RS,Intra Country,2,3/5/2021,6,"3,141",$0.21 ,660.23
EERRIT,3/8/2021,1,RS,Intra Country,2,3/8/2021,11,663,$0.58 ,382.79
FXVOPA,3/8/2021,1,RS,Intra Country,2,3/8/2021,11,747,$0.70 ,526.14
FHSASX,3/8/2021,1,RS,Intra Country,5,3/8/2021,9,"2,116",$0.36 ,760.79
VMSXDJ,3/8/2021,1,RS,Intra Country,5,3/8/2021,9,"2,116",$0.28 ,602.55
FDAURE,3/8/2021,1,RS,Intra Country,2,3/8/2021,4,"1,825",$0.42 ,762.9
IUDWRG,3/9/2021,1,RS,Intra Country,2,3/9/2021,11,686,$0.36 ,246.1
HUIFYE,3/9/2021,1,RS,Intra Country,3,2/16/2021,37,"1,178",$0.27 ,320.85
KAMBNG,3/9/2021,1,RS,Intra Country,2,3/9/2021,3,602,$0.93 ,560.16
CUCRHN,3/9/2021,1,RS,Intra Country,2,3/9/2021,21,"1,255",$0.41 ,510.56
EERRIT,3/10/2021,0,RS,Intra Country,2,3/8/2021,11,663, $-   ,0
BHCWAL,3/10/2021,1,RS,Intra Country,3,3/9/2021,37,"2,214",$1.25 ,2760.7
SLMRTX,3/10/2021,1,OS,Intra Country,1,3/10/2021,73,"1,201",$0.07 ,86.61
CTWZDV,3/10/2021,1,RS,Intra Country,3,3/10/2021,15,"1,835",$0.33 ,605.04
EHXOMK,3/10/2021,1,RS,Intra Country,1,3/10/2021,9,761,$0.18 ,134.71
QUEJZN,3/10/2021,1,RS,Intra Country,1,3/10/2021,9,761,$0.21 ,160.51
JGBGNS,3/11/2021,0,OS,Intra Country,1,3/4/2021,28,"2,464", $-   ,0
WEXOSU,3/11/2021,0,OS,Intra Country,1,3/4/2021,30,"2,364", $-   ,0
EAMEAN,3/11/2021,1,OS,Intra Country,1,3/10/2021,72,"1,187",$0.13 ,151.98
LNJQDO,3/11/2021,1,RS,Intra Country,3,3/10/2021,15,"1,835",$0.34 ,624.63
QQXYLR,3/11/2021,1,OS,Intra Country,2,3/10/2021,15,"2,171",$0.07 ,146.4
LKGUWE,3/11/2021,1,RS,Intra Country,3,3/10/2021,72,"1,898",$0.17 ,328.45
HWSRGM,3/11/2021,1,RS,Intra Country,3,3/11/2021,14,"3,718",$0.15 ,570.27
HHMOTS,3/11/2021,1,RS,Intra Country,2,3/11/2021,84,"2,200",$0.11 ,237.14
UIQJGU,3/12/2021,1,RS,Intra Country,3,3/11/2021,70,"2,401",$0.95 ,2288
JLVBRT,3/12/2021,1,RS,Intra Country,2,3/9/2021,7,820,$0.55 ,447
RVWXST,3/12/2021,1,RS,Intra Country,2,3/11/2021,14,"2,542",$0.14 ,358.7
RVWXST,3/12/2021,1,RS,Intra Country,4,3/11/2021,14,"2,511",$0.05 ,128.14
HDCSCI,3/12/2021,1,OM,Intra Country,2,3/12/2021,3,"1,574",$0.34 ,530.35
LCODIN,3/12/2021,1,OM,Intra Country,2,3/10/2021,15,"2,959",$0.54 ,1605.04
LUTOLX,3/12/2021,1,OM,Intra Country,2,3/10/2021,32,326,$0.62 ,201.27
AZXGOM,3/15/2021,1,RS,Intra Country,2,3/15/2021,4,"2,087",$0.46 ,961.02
YVONWH,3/15/2021,1,RS,Intra Country,2,3/4/2021,56,655,$0.78 ,508.47
XYKCAL,3/15/2021,1,OM,Intra Country,1,3/12/2021,28,"1,220",$0.72 ,882.95
DSOUPM,3/15/2021,1,OS,Intra Country,1,3/15/2021,44,423,$0.38 ,160.48
BSNFNC,3/15/2021,1,OS,Intra Country,1,3/15/2021,45,374,$0.13 ,48.98
FNSPSH,3/15/2021,1,OS,Intra Country,1,3/3/2021,16,808,$0.21 ,173.4
FNSPSH,3/15/2021,1,OS,Intra Country,1,3/3/2021,17,892,$1.41 ,1261.7
GFWPYO,3/15/2021,1,RS,Intra Country,2,3/15/2021,24,"1,393",$0.73 ,1013.56
AXTXSQ,3/15/2021,1,RS,Intra Country,3,3/15/2021,11,989,$1.25 ,1235.37
GGPTKN,3/15/2021,1,OS,Intra Country,2,3/15/2021,7,"1,718",$0.23 ,387.01
GGPTKN,3/15/2021,1,OS,Intra Country,1,3/15/2021,8,268,$3.24 ,868
